Serial,Song,Artist
69,the remedy for a broken heart (why am I so in love),XXXTENTACION
70,The Only,Sasha Sloan
71,Ocean Eyes - Blackbear Remix,Billie Eilish
72,Electric (feat. Khalid),Alina Baraz
73,Starlight,Jai Wolf
74,Let It Pass,Jakob Ogawa
75,Take Me,William Black
76,i'm thinking about horses,mansionz
77,Ved,Ritviz
78,Indian Summer,Jai Wolf
79,Graveyard,Danger Incorporated
80,Slow Down,Mac Ayres
81,Vibin' Out with ((( O ))),FKJ
82,Easily,Bruno Major
83,Pumped Up Kicks,Foster The People
84,In My Head,Peter Manos
85,Headlights - Stripped,Nick Wilson
86,Into the Sea,Aidan Hawken
87,Song For Zula,Phosphorescent
88,Only Yesterday,Taken By Trees
89,It's Always You,Cody Simpson
90,Happier,Ed Sheeran
91,If You Could Read My Mind,Henry Jamison
92,Macaroni Song,Corey Kilgannon
93,Photograph,Ed Sheeran
94,Love,Finding Hope
95,All the Same,Nick Wilson
96,Can We Kiss Forever?,Kina
97,Lighthouse,Axel Flovent
98,See You Again (feat. Charlie Puth),Wiz Khalifa
99,31 / 10,RKCB
100,Over/Out,Oliver North Boy Choir
101,Who Are You,Aquilo
102,comethru,Jeremy Zucker
103,I Like Me Better,Lauv
104,all the kids are depressed,Jeremy Zucker
105,Dazed & Confused,Ruel
106,Using (with Emily Warren),RITUAL
107,Eastside (with Halsey & Khalid),benny blanco
108,Kills You Slowly,The Chainsmokers
109,3:00 AM,Finding Hope
110,Easy,Mac Ayres
111,Best Part (feat. Daniel Caesar),H.E.R.
112,Feeling Good,Michael Bublé
113,Skyfall - Full Length,Adele
114,All Of Me (Loves All Of You),George Strait
115,Someday Sweetheart,Crytzer's Blue Rhythm Band
116,"Take Me Home, Country Roads - Original Version",John Denver
117,Annie's Song,John Denver
118,Blue Velvet,Bobby Vinton
119,Shotgun,George Ezra
120,Shiva Style,Mandragora
121,17,MK
122,Sentidos,Groundbass
123,Honey Honey,Mandragora
124,Inferno,Hopex
125,Oriana,Roger Zarzour
126,Neverland,Prismo
127,So Far Away (feat. Jamie Scott & Romy Dya),Martin Garrix
128,Game Over,Martin Garrix
129,united states of smash,bucket 桶
130,Codeine,Mandragora
131,Alone,Marshmello
132,More Than You Know,Axwell /\ Ingrosso
133,Front of the Line,Major Lazer
134,Can't Take It From Me,Major Lazer
135,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix
136,Everyday,Logic
137,New Day,Karnivool
138,Indestructible (feat. MAX),Not Your Dope
139,Elephant,Tame Impala
140,FIYAH,will.i.am
141,"Elevate (feat. Denzel Curry, YBN Cordae, SwaVay, Trevor Rich)",DJ Khalil
142,In The End - Mellen Gi Remix,Tommee Profitt
143,Believer,Imagine Dragons
144,Radioactive,Imagine Dragons
145,Themata,Karnivool
146,Call Out My Name,The Weeknd
147,1-800-273-8255,Logic
148,Psycho (feat. Ty Dolla $ign),Post Malone
149,All Mine,Kanye West
150,Midsummer Madness,88rising
151,R.A.N.,Miguel
152,Fireflies,Owl City
153,Taste (feat. Offset),Tyga
154,Broken,Lund
155,Audio,Sia
156,Gold,Kiiara
157,Shadows,Aero Chord
158,Stuck,Lost Kings
159,Rewind,G-Eazy
160,Congratulations,Post Malone
161,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone
162,The Light,Jeremih
163,Talk Dirty (feat. 2 Chainz),Jason Derulo
164,Moonlight,XXXTENTACION
165,I Love It (& Lil Pump),Kanye West
166,Memories,Thutmose
167,Hit It,Lund
168,Feelin' Myself,will.i.am
169,Run Me Dry,Bryson Tiller
170,No Stylist,French Montana
171,Deja Vu,Post Malone
172,Movin’ Up,Quality Control
173,Younger,Ruel
174,Flare Guns,Quinn XCII
175,DGAF,Noah Slee
176,Wow.,Post Malone
177,Go Flex,Post Malone
178,Better,Khalid
179,rockstar (feat. 21 Savage),Post Malone
180,Go Loko,YG
181,Somebody,The Chainsmokers
182,Look Alive (feat. Drake),BlocBoy JB
183,God's Plan,Drake
184,talk is overrated,Jeremy Zucker
